timestamp,symbol,action,price,amount,total_usdt,commission,reason,confidence,pnl,pnl_pct
2026-01-03 17:22:31.052778,ETH/USDT,BUY,3105.782115,8.053526961597562,25025.0,25.0,RSI VERY oversold (34.3),0.8965610730593605,,
2026-01-03 17:27:39.062637,ETH/USDT,BUY,3104.39142,6.040836781787008,18762.49375,18.743750000000002,RSI VERY oversold (33.0),0.9130640465793317,,
2026-01-03 17:32:47.107845,ETH/USDT,BUY,3106.682565,4.525777201759668,14067.1796890625,14.0531265625,RSI oversold/bearish (35.1),0.7361439842209061,,
2026-01-03 17:58:28.056699,ETH/USDT,BUY,3108.743595,3.3909518375877803,10546.86797187461,10.536331640234376,RSI oversold/bearish (36.9),0.7132667031763412,,
2026-01-03 18:08:44.582371,ETH/USDT,BUY,3107.623035,2.5432828774836764,7907.514261912988,7.899614647265723,RSI oversold/bearish (36.7),0.7165698071926685,,
2026-01-03 18:13:52.615153,ETH/USDT,BUY,3107.182815,1.9070964930746663,5928.658817869264,5.922736081787476,RSI oversold/bearish (36.5),0.7193115400299017,,
2026-01-03 18:19:00.681086,ETH/USDT,BUY,3108.1132799999996,1.4294175478085602,4445.011948697481,4.44057137732016,RSI oversold/bearish (36.9),0.7134774229074882,,
2026-01-03 18:29:17.218417,ETH/USDT,BUY,3109.4039249999996,1.0712609650226976,3332.6477085359365,3.3293183901457906,RSI oversold/bearish (37.9),0.7017539051794995,,
2026-01-03 21:39:17.160570,ETH/USDT,SELL,3113.12266,21.721612999591215,67554.42359513721,67.62204564077798,RSI overbought/bullish (63.8),0.7224101569090594,110.51502981339318,0.1636980065675542
2026-01-03 21:44:25.213264,ETH/USDT,SELL,3113.5524450000003,5.430403249897803,16890.937470739198,16.90784531605525,RSI overbought/bullish (64.0),0.7255947394873509,29.962663314107058,0.17752619763143576
2026-01-03 21:49:33.691174,ETH/USDT,SELL,3114.631905,1.3576008124744507,4224.198377982059,4.228426804786847,RSI overbought/bullish (64.7),0.7335815369425696,8.956141601560336,0.21225746821046335
2026-01-03 21:54:41.704665,ETH/USDT,SELL,3113.66239,0.3394002031186127,1055.720869961176,1.056777647608785,RSI overbought/bullish (64.1),0.7264214046822716,1.9099818124634644,0.181063641857068
2026-01-03 21:59:49.732947,ETH/USDT,SELL,3114.092175,0.08485005077965317,263.9666483020893,0.26423087918127064,RSI overbought/bullish (64.4),0.7296239415573628,0.5139627321902219,0.19489183292094955
2026-01-03 22:04:58.212510,ETH/USDT,SELL,3112.62291,0.021212512694913293,65.9605264398601,0.06602655299285295,RSI VERY overbought (72.0),0.9747864834756751,0.09732388058285993,0.14761871463281975
2026-01-03 22:10:06.637647,ETH/USDT,SELL,3113.2226100000003,0.005303128173728323,16.493308715644847,0.016509818534179026,RSI VERY overbought (72.8),0.98,0.02751125611150098,0.16691386495450986
2026-01-03 22:15:14.668184,ETH/USDT,SELL,3113.2226100000003,0.0013257820434320808,4.123327178911212,0.004127454633544757,RSI VERY overbought (72.8),0.98,0.006877814027875245,0.16691386495450986
2026-01-03 22:20:23.169391,ETH/USDT,SELL,3117.830305,0.0003314455108580202,1.0323574673511324,0.0010333908582093418,RSI VERY overbought (75.7),0.98,0.0032466533301216552,0.3151649365927667
2026-01-03 22:25:31.640849,ETH/USDT,SELL,3120.209115,8.286137771450505e-05,0.2582862812002303,0.00025854482602625655,RSI VERY overbought (76.7),0.98,0.0010087748064514686,0.3917023662021155
2026-01-03 22:30:39.661552,ETH/USDT,SELL,3118.71986,2.0715344428626263e-05,0.06454075072022078,6.460535607629708e-05,RSI VERY overbought (76.1),0.98,0.00022134327134581424,0.34378607623660334
2026-01-03 22:35:47.678113,ETH/USDT,SELL,3120.41901,5.178836107156566e-06,0.0161439784998073,1.6160138638445746e-05,RSI VERY overbought (76.8),0.98,6.413543720792821e-05,0.39845566881470346
2026-01-03 22:40:55.704716,ETH/USDT,SELL,3119.65939,1.2947090267891414e-06,0.0040350121215677656,4.039051172740506e-06,RSI VERY overbought (76.5),0.98,1.5050372431052139e-05,0.37401514507389594
2026-01-03 22:46:03.749316,ETH/USDT,SELL,3119.51946,3.2367725669728535e-07,0.0010087077835255703,1.009717501026597e-06,RSI VERY overbought (76.4),0.98,3.717300949233441e-06,0.36951294333217555
2026-01-03 22:51:11.759537,ETH/USDT,SELL,3118.6399,8.091931417432134e-08,0.00025210584366280945,2.523582018646741e-07,RSI VERY overbought (76.1),0.98,8.581518453332058e-07,0.34121338952704466
